Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Essendon,9a Ballater St,2,u,S,Paul,16/04/2016,8,3040,2,1,2,502,,,Moonee Valley City Council,-37.7498,144.9048,Western Metropolitan,9264,Indoor,800000
Essendon,2 Cooke St,5,h,PI,Brad,16/04/2016,8,3040,5,3,2,700,454,1988,Moonee Valley City Council,-37.7461,144.9173,Western Metropolitan,9264,Parkade,1575000
Essendon,9/160 Napier St,1,u,SP,Pagan,16/04/2016,8,3040,1,1,1,0,49,1960,Moonee Valley City Council,-37.7475,144.9194,Western Metropolitan,9264,Underground,280000
Essendon,211 Napier St,4,h,S,Brad,16/04/2016,8,3040,3,2,1,683,145,1920,Moonee Valley City Council,-37.7439,144.9195,Western Metropolitan,9264,Outdoor Stall,1467000
Essendon,11 Raleigh St,3,h,S,Brad,16/04/2016,8,3040,3,1,0,438,,,Moonee Valley City Council,-37.754,144.926,Western Metropolitan,9264,Carport,770000
Essendon,15/18 Raleigh St,2,u,S,Nelson,16/04/2016,8,3040,2,1,1,0,,,Moonee Valley City Council,-37.7534,144.9242,Western Metropolitan,9264,Detached Garage,446000
Essendon,20 Warner St,2,h,PI,Nelson,16/04/2016,8,3040,2,1,1,649,108,1950,Moonee Valley City Council,-37.7445,144.9133,Western Metropolitan,9264,Attached Garage,890000
Fitzroy,258 Napier St,3,h,VB,Nelson,16/04/2016,1.6,3065,3,2,1,187,,,Yarra City Council,-37.8003,144.9806,Northern Metropolitan,5825,Indoor,2200000
Fitzroy North,111 Best St,3,h,SP,Nelson,16/04/2016,3.5,3068,3,2,1,104,110,1890,Moreland City Council,-37.7813,144.9834,Northern Metropolitan,6244,Parkade,1275000
Fitzroy North,102 Falconer St,3,h,S,Nelson,16/04/2016,3.5,3068,3,1,1,254,117,1890,Moreland City Council,-37.7838,144.99,Northern Metropolitan,6244,Carport,
Fitzroy North,282 Glenlyon Rd,3,h,S,Nelson,16/04/2016,3.5,3068,2,1,1,378,,,Moreland City Council,-37.7739,144.9819,Northern Metropolitan,6244,Detached Garage,1141000
Fitzroy North,26 Grant St,3,h,S,Nelson,16/04/2016,3.5,3068,3,2,1,351,152,1890,Moreland City Council,-37.7892,144.9849,Northern Metropolitan,6244,Attached Garage,
Flemington,7/30 Bryant St,1,h,VB,Nelson,16/04/2016,4.4,3031,1,1,1,0,,,Melbourne City Council,-37.7854,144.9326,Northern Metropolitan,3593,Indoor,250000
Flemington,250 Pinoak Cr,3,h,S,Nelson,16/04/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593,Parkade,815000
Footscray,105/72 Cross St,1,u,S,Biggin,16/04/2016,6.4,3011,1,1,1,0,50,1920,Maribyrnong City Council,-37.8006,144.881,Western Metropolitan,7570,Carport,375000
Footscray,6/63 Everard St,2,u,S,Sweeney,16/04/2016,6.4,3011,2,1,3,207,,1960,Maribyrnong City Council,-37.7975,144.8855,Western Metropolitan,7570,Detached Garage,615000
Glen Iris,3 Barina Rd,3,h,S,Marshall,16/04/2016,9.2,3146,3,1,2,664,,,Boroondara City Council,-37.8612,145.0669,Southern Metropolitan,10412,Attached Garage,
Glen Iris,1/38 Hillside Pde,3,h,SN,hockingstuart,16/04/2016,9.2,3146,4,3,1,299,,2001,Boroondara City Council,-37.8502,145.0637,Southern Metropolitan,10412,Carport,
Glen Iris,5/1537 Malvern Rd,3,u,SP,Nelson,16/04/2016,9.2,3146,3,2,2,0,,,Boroondara City Council,-37.8536,145.0465,Southern Metropolitan,10412,Detached Garage,
Glen Iris,229 Tooronga Rd,3,h,S,Jellis,16/04/2016,9.2,3146,3,1,1,442,116,1930,Boroondara City Council,-37.855,145.0416,Southern Metropolitan,10412,Attached Garage,
Glenroy,20 Tarana Av,3,t,SP,Brad,16/04/2016,13,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870,Indoor,545000
Glenroy,64 Valley Cr,3,h,PI,Barry,16/04/2016,13,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870,Parkade,570000
Glenroy,40 View St,3,h,S,Brad,16/04/2016,13,3046,3,1,1,665,85,1950,Moreland City Council,-37.6966,144.9331,Northern Metropolitan,8870,Underground,525000
Gowanbrae,3 Gowanbrae Dr,3,h,SP,Nelson,16/04/2016,13.6,3043,3,2,2,691,,,Moreland City Council,-37.7089,144.8927,Western Metropolitan,1071,Outdoor Stall,700000
Gowanbrae,42 Seggan Cir,3,h,S,Nelson,16/04/2016,13.6,3043,3,2,1,175,134,2004,Moreland City Council,-37.7076,144.8961,Western Metropolitan,1071,Carport,485000
Hadfield,1/22 Volga St,3,t,PI,Raine,16/04/2016,12.1,3046,3,2,2,234,115,2012,Moreland City Council,-37.707,144.9411,Northern Metropolitan,2606,Detached Garage,510000
Hampton,5/52 Fewster Rd,2,h,SP,Buxton,16/04/2016,13.7,3188,2,1,2,141,75,1960,Bayside City Council,-37.939,145.0191,Southern Metropolitan,5454,Attached Garage,
Hampton East,33 Widdop Cr,3,h,S,Buxton,16/04/2016,14.5,3188,,,,,,,Bayside City Council,,,Southern Metropolitan,2356,Indoor,1225000
Hawthorn,4 Ardene Ct,5,h,S,Jellis,16/04/2016,4.6,3122,4,2,3,1236,340,1890,Boroondara City Council,-37.8257,145.0321,Southern Metropolitan,11308,Carport,3950000
Hawthorn,31 Grove Rd,4,h,S,Marshall,16/04/2016,4.6,3122,4,2,2,613,234,1890,Boroondara City Council,-37.8146,145.0248,Southern Metropolitan,11308,Detached Garage,
Heidelberg Heights,19 Collins St,2,h,S,Haughton,16/04/2016,10.5,3081,2,1,3,620,85,1950,Banyule City Council,-37.7377,145.0541,Eastern Metropolitan,2947,Attached Garage,650000
Heidelberg Heights,8 Leonard St,5,h,S,hockingstuart,16/04/2016,10.5,3081,5,2,2,596,172,1972,Banyule City Council,-37.7487,145.0522,Eastern Metropolitan,2947,Indoor,890000
Heidelberg Heights,82 Southern Rd,3,h,S,Miles,16/04/2016,10.5,3081,3,1,2,582,90,1955,Banyule City Council,-37.7422,145.05,Eastern Metropolitan,2947,Parkade,650000
Heidelberg West,23 Catalina St,2,h,PI,Ray,16/04/2016,9.4,3081,2,1,2,668,88,1950,Banyule City Council,-37.7389,145.0393,Eastern Metropolitan,2674,Carport,620000
Heidelberg West,2 Pandanus Ct,2,h,SP,Miles,16/04/2016,9.4,3081,2,1,2,708,,,Banyule City Council,-37.7443,145.0454,Eastern Metropolitan,2674,Detached Garage,497500
Heidelberg West,15/459 Waterdale Rd,2,u,SP,Miles,16/04/2016,9.4,3081,2,1,1,89,85,1970,Banyule City Council,-37.7444,145.047,Eastern Metropolitan,2674,Attached Garage,360000
Hughesdale,3/14 Rugby Rd,2,u,S,Fletchers,16/04/2016,13,3166,2,1,2,0,60,1960,Monash City Council,-37.8942,145.0867,Southern Metropolitan,3145,Indoor,455000
Ivanhoe,3/16 Elphin St,1,u,SP,Miles,16/04/2016,7.9,3079,1,1,1,55,,1970,Banyule City Council,-37.7772,145.0414,Eastern Metropolitan,5549,Carport,420000
Ivanhoe,3/24 Green St,3,t,S,Barry,16/04/2016,7.9,3079,3,1,1,110,,1990,Banyule City Council,-37.765,145.0407,Eastern Metropolitan,5549,Detached Garage,750000
Ivanhoe,5/125 Locksley Rd,2,u,VB,Fletchers,16/04/2016,7.9,3079,2,0,0,0,,,Banyule City Council,-37.7662,145.0516,Eastern Metropolitan,5549,Attached Garage,460000
Keilor East,1/19 Berembong Dr,3,t,VB,Nelson,16/04/2016,12.8,3033,,,,,,,Brimbank City Council,,,Western Metropolitan,5629,Indoor,570000
Keilor East,564 Buckley St,3,h,S,Nelson,16/04/2016,12.8,3033,2,2,1,221,,,Brimbank City Council,-37.7504,144.8594,Western Metropolitan,5629,Parkade,630000
Keilor East,48 Fawkner Cr,3,h,S,Brad,16/04/2016,12.8,3033,,,,,,,Brimbank City Council,,,Western Metropolitan,5629,Underground,780000
Keilor East,26 Heather Av,5,h,SP,Nelson,16/04/2016,12.8,3033,,,,,,,Brimbank City Council,,,Western Metropolitan,5629,Outdoor Stall,762000
Keilor East,13 Pennington St,4,h,S,Nelson,16/04/2016,12.8,3033,4,2,3,708,184,1990,Brimbank City Council,-37.7452,144.8652,Western Metropolitan,5629,Parking Pad,835000
Keilor East,1/31 Surrey Dr,3,t,S,Barry,16/04/2016,12.8,3033,3,2,1,440,156,1995,Brimbank City Council,-37.7517,144.8776,Western Metropolitan,5629,Carport,705000
Kensington,14 Altona St,2,t,SP,Rendina,16/04/2016,4.2,3031,2,1,0,132,79,1887,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan,5263,Detached Garage,812000
Kensington,11 Nottingham St,5,h,VB,Nelson,16/04/2016,4.2,3031,5,2,2,566,270,1890,Melbourne City Council,-37.7893,144.933,Northern Metropolitan,5263,Attached Garage,1900000
Kew,32a Duke St,5,h,VB,Fletchers,16/04/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Indoor,
Kew,178 Peel St,5,h,VB,Marshall,16/04/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Parkade,2650000
Kew,11/6 Swinton Av,2,u,S,Marshall,16/04/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Underground,950000
Kew,2/147 Willsmere Rd,3,h,S,Jellis,16/04/2016,5.6,3101,3,2,2,0,,1970,Boroondara City Council,-37.7925,145.0389,Southern Metropolitan,10331,Outdoor Stall,972500
Kew East,62 Munro St,4,h,S,Nelson,16/04/2016,7.5,3102,3,4,3,948,311,1960,Boroondara City Council,-37.7881,145.0631,Southern Metropolitan,2671,Parking Pad,2081000
Maidstone,48/48 Eucalyptus Dr,2,u,PI,hockingstuart,16/04/2016,9.2,3012,2,1,1,0,69,2011,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873,Carport,349000
Malvern,14 Woodmason St,3,h,S,hockingstuart,16/04/2016,7.4,3144,2,1,1,313,132,1910,Stonnington City Council,-37.8511,145.0317,Southern Metropolitan,4675,Detached Garage,1437000
Malvern East,29 MacGregor St,3,h,PI,C21,16/04/2016,11.2,3145,3,2,2,700,126,1920,Stonnington City Council,-37.8807,145.0547,Southern Metropolitan,8801,Attached Garage,1915000
Malvern East,102 Manning Rd,4,h,S,Marshall,16/04/2016,11.2,3145,4,2,2,334,,1920,Stonnington City Council,-37.8743,145.0588,Southern Metropolitan,8801,Indoor,1690000
Malvern East,6 Ramona Av,3,h,PI,Fletchers,16/04/2016,11.2,3145,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801,Parkade,1320000
Maribyrnong,112 Edgewater Bvd,3,t,PI,Clairmont,16/04/2016,8.7,3032,3,2,2,151,3,2010,Maribyrnong City Council,-37.7855,144.8958,Western Metropolitan,4918,Underground,865000
Maribyrnong,42/2 Horizon Dr,2,u,S,Barry,16/04/2016,8.7,3032,2,2,2,0,,,Maribyrnong City Council,-37.7752,144.8925,Western Metropolitan,4918,Carport,488000
Maribyrnong,5 Lyric St,4,h,S,GL,16/04/2016,8.7,3032,4,2,1,325,,2004,Maribyrnong City Council,-37.7822,144.892,Western Metropolitan,4918,Detached Garage,940000
Maribyrnong,3/26 Middle Rd,2,t,S,Jas,16/04/2016,8.7,3032,3,1,2,98,128,2009,Maribyrnong City Council,-37.7677,144.8925,Western Metropolitan,4918,Attached Garage,570000
Maribyrnong,19 Pridham St,3,h,S,Brad,16/04/2016,8.7,3032,3,1,2,692,,,Maribyrnong City Council,-37.7818,144.8891,Western Metropolitan,4918,Indoor,
Maribyrnong,6 Wardell Cl,3,t,VB,Brad,16/04/2016,8.7,3032,3,2,2,169,152,,Maribyrnong City Council,-37.7857,144.8954,Western Metropolitan,4918,Parkade,
Melbourne,1104/582 St Kilda Rd,2,u,PI,Kay,16/04/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496,Carport,750000
Middle Park,6/82 Patterson St,2,u,SP,Greg,16/04/2016,4.1,3206,2,1,1,0,67,1970,Port Phillip City Council,-37.8556,144.9669,Southern Metropolitan,2019,Detached Garage,700000
Moonee Ponds,2 Addison St,3,h,S,Nelson,16/04/2016,6.9,3039,3,1,2,427,,,Moonee Valley City Council,-37.7702,144.9266,Western Metropolitan,6232,Attached Garage,1370000
Moonee Ponds,61 Athol St,3,h,SP,Brad,16/04/2016,6.9,3039,3,2,2,394,160,1890,Moonee Valley City Council,-37.7699,144.9149,Western Metropolitan,6232,Indoor,1400000
Moonee Ponds,22 McPherson St,4,h,S,Jellis,16/04/2016,6.9,3039,3,3,2,475,,,Moonee Valley City Council,-37.7609,144.9285,Western Metropolitan,6232,Parkade,1310000
Moonee Ponds,4 Milverton St,4,h,SP,Jellis,16/04/2016,6.9,3039,4,1,1,583,,,Moonee Valley City Council,-37.7682,144.9151,Western Metropolitan,6232,Underground,1833000
Moorabbin,10a Narooma St,3,u,S,C21,16/04/2016,14.6,3189,,,,,,,Kingston City Council,,,Southern Metropolitan,2555,Outdoor Stall,1035000
Moorabbin,2/1 Perry St,3,t,S,Ray,16/04/2016,14.6,3189,3,2,2,169,,,Kingston City Council,-37.9385,145.0397,Southern Metropolitan,2555,Carport,785000
Newport,5 Croker St,3,h,S,Williams,16/04/2016,8.4,3015,3,1,2,268,,,Hobsons Bay City Council,-37.8472,144.8754,Western Metropolitan,5498,Detached Garage,716000
Newport,1 Durkin St,2,h,S,RT,16/04/2016,8.4,3015,2,2,1,213,127,2006,Hobsons Bay City Council,-37.8441,144.8805,Western Metropolitan,5498,Attached Garage,740000
Newport,91 High St,4,h,S,Greg,16/04/2016,8.4,3015,3,1,1,619,151,1915,Hobsons Bay City Council,-37.839,144.8854,Western Metropolitan,5498,Indoor,970000
Newport,2/29 Maddox Rd,3,t,S,Williams,16/04/2016,8.4,3015,3,2,2,0,162,2007,Hobsons Bay City Council,-37.8436,144.8691,Western Metropolitan,5498,Parkade,735000
Niddrie,26 Nolan St,3,h,S,Barry,16/04/2016,11.2,3042,3,1,1,654,,,Moonee Valley City Council,-37.7412,144.8888,Western Metropolitan,2291,Carport,1076000
Niddrie,11 Spring St,4,h,S,Barry,16/04/2016,11.2,3042,4,3,2,641,,,Moonee Valley City Council,-37.7317,144.8751,Western Metropolitan,2291,Detached Garage,850000
North Melbourne,2/150 Arden St,2,u,PI,hockingstuart,16/04/2016,2.3,3051,2,1,1,0,,1960,Melbourne City Council,-37.8004,144.9465,Northern Metropolitan,6821,Attached Garage,440000
North Melbourne,5 Carroll St,3,h,SP,RT,16/04/2016,2.3,3051,3,1,1,146,117,1890,Melbourne City Council,-37.7959,144.9455,Northern Metropolitan,6821,Indoor,
North Melbourne,12/700 Queensberry St,2,u,S,Nelson,16/04/2016,2.3,3051,2,1,2,0,84,2000,Melbourne City Council,-37.8022,144.9439,Northern Metropolitan,6821,Parkade,606000
Northcote,13 Andrew St,3,h,SP,hockingstuart,16/04/2016,5.5,3070,3,1,1,522,174,1910,Darebin City Council,-37.7752,145.0032,Northern Metropolitan,11364,Carport,1900000
Northcote,121 Bent St,2,h,SP,hockingstuart,16/04/2016,5.5,3070,2,1,1,190,102,1985,Darebin City Council,-37.7667,144.9909,Northern Metropolitan,11364,Detached Garage,888000
Northcote,45 Emmaline St,2,h,S,Nelson,16/04/2016,5.5,3070,2,1,1,354,97,1920,Darebin City Council,-37.7638,144.9933,Northern Metropolitan,11364,Attached Garage,1020000
Northcote,34 Oamaru St,3,h,S,hockingstuart,16/04/2016,5.5,3070,2,3,2,425,,,Darebin City Council,-37.7684,145.0099,Northern Metropolitan,11364,Carport,1160000
Northcote,2/13 Spencer St,2,h,S,Barry,16/04/2016,5.5,3070,2,1,1,174,106,1995,Darebin City Council,-37.7642,144.9963,Northern Metropolitan,11364,Detached Garage,844000
Northcote,64 Union St,3,h,S,Nelson,16/04/2016,5.5,3070,2,3,1,448,,,Darebin City Council,-37.7792,144.9951,Northern Metropolitan,11364,Attached Garage,1860000
Oak Park,2/2 Strachan St,2,t,SP,Nelson,16/04/2016,11.5,3046,2,2,1,135,125,2011,Moreland City Council,-37.7166,144.9199,Northern Metropolitan,2651,Indoor,
Oak Park,14 Summit Av,4,t,SP,Stockdale,16/04/2016,11.5,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,2651,Parkade,715750
Oak Park,18 Summit Av,3,h,S,Brad,16/04/2016,11.5,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,2651,Underground,862500
Parkville,84 Flemington Rd,10,h,VB,Nelson,16/04/2016,2.6,3052,,,,,,,Melbourne City Council,-37.7889,144.9421,Northern Metropolitan,2309,Outdoor Stall,2800000
Parkville,106/459 Royal Pde,1,u,SP,Woodards,16/04/2016,2.6,3052,1,1,1,0,51,2005,Melbourne City Council,-37.7823,144.9593,Northern Metropolitan,2309,Carport,
Pascoe Vale,109 Derby St,4,h,S,Nelson,16/04/2016,9.9,3044,3,2,1,535,154,1920,Moreland City Council,-37.7282,144.9462,Northern Metropolitan,7485,Detached Garage,970000
Pascoe Vale,2/7 Hazel Gr,3,u,SP,hockingstuart,16/04/2016,9.9,3044,3,1,2,0,,,Moreland City Council,-37.7305,144.9397,Northern Metropolitan,7485,Attached Garage,515000
Pascoe Vale,75 Landells Rd,3,h,S,D'Aprano,16/04/2016,9.9,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Indoor,985000
Pascoe Vale,3/31 Pardy St,2,t,SP,Brad,16/04/2016,9.9,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Carport,515000
Port Melbourne,59 Beacon Vs,3,h,S,Marshall,16/04/2016,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Detached Garage,
Port Melbourne,139 Cruikshank St,3,t,S,Cayzer,16/04/2016,3.8,3207,3,1,2,188,,,Melbourne City Council,-37.8371,144.9478,Southern Metropolitan,8648,Attached Garage,1565000
Port Melbourne,7/174 Esplanade Pl,2,u,SP,RT,16/04/2016,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Indoor,730000
Port Melbourne,7/174 Esplanade East,2,u,SP,RT,16/04/2016,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Parkade,730000
Port Melbourne,76/1 Graham St,2,u,PI,Marshall,16/04/2016,3.8,3207,2,2,1,0,,2000,Melbourne City Council,-37.8429,144.9449,Southern Metropolitan,8648,Carport,
Port Melbourne,59 Heath St,3,h,S,Greg,16/04/2016,3.8,3207,3,2,1,140,169,1880,Melbourne City Council,-37.8353,144.9442,Southern Metropolitan,8648,Detached Garage,1670000
Port Melbourne,312/19 Pickles St,2,u,VB,Dingle,16/04/2016,3.8,3207,2,1,2,0,,2004,Melbourne City Council,-37.8442,144.9443,Southern Metropolitan,8648,Attached Garage,
Port Melbourne,223 Princes St,2,h,SN,Greg,16/04/2016,3.8,3207,2,1,1,75,90,2000,Melbourne City Council,-37.837,144.9391,Southern Metropolitan,8648,Indoor,
Prahran,77 Chomley St,3,h,SN,hockingstuart,16/04/2016,4.5,3181,3,1,1,217,117,1910,Stonnington City Council,-37.8562,145.0056,Southern Metropolitan,7717,Carport,
Prahran,204/220 Commercial Rd,2,u,SP,hockingstuart,16/04/2016,4.5,3181,2,1,2,4655,,,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717,Detached Garage,
Prahran,4 Green St,4,h,S,hockingstuart,16/04/2016,4.5,3181,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717,Attached Garage,
Prahran,12/67 High St,2,u,VB,Jellis,16/04/2016,4.5,3181,2,1,1,0,76,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,Indoor,530000
Prahran,43 Highbury Gr,3,h,S,Marshall,16/04/2016,4.5,3181,3,1,2,294,,,Stonnington City Council,-37.8558,145.0072,Southern Metropolitan,7717,Parkade,1651000
Prahran,12/113 Williams Rd,1,u,S,hockingstuart,16/04/2016,4.5,3181,1,1,1,0,,,Stonnington City Council,-37.8511,145.0025,Southern Metropolitan,7717,Underground,
Prahran,6/20 Wynnstay Rd,2,u,SA,Biggin,16/04/2016,4.5,3181,2,1,1,0,,,Stonnington City Council,-37.8529,145.0098,Southern Metropolitan,7717,Outdoor Stall,615000
Preston,37 Bailey Av,5,h,S,Harcourts,16/04/2016,8.8,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Parking Pad,1615000
Preston,13 Garnet St,2,h,PI,Barry,16/04/2016,8.8,3072,2,1,1,214,85,1910,Darebin City Council,-37.7462,145.0044,Northern Metropolitan,14577,Carport,700000
Preston,7 Hope St,3,h,S,Barry,16/04/2016,8.8,3072,3,1,0,453,,,Darebin City Council,-37.7386,144.9828,Northern Metropolitan,14577,Detached Garage,930000
Preston,178 Raglan St,2,h,SP,hockingstuart,16/04/2016,8.8,3072,2,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577,Attached Garage,920000
Preston,15 Walsh St,3,h,S,hockingstuart,16/04/2016,8.8,3072,3,1,1,596,,,Darebin City Council,-37.749,145.0171,Northern Metropolitan,14577,Indoor,
Reservoir,9 Ayr St,4,h,SP,Ray,16/04/2016,11.2,3073,4,2,2,578,,,Darebin City Council,-37.7064,145.0321,Northern Metropolitan,21650,Parkade,670000
Reservoir,3/32 Banff St,2,u,SN,Ray,16/04/2016,11.2,3073,2,1,1,111,79,1970,Darebin City Council,-37.7043,145.0259,Northern Metropolitan,21650,Underground,
Reservoir,1/18 Duffy St,2,u,S,Ray,16/04/2016,11.2,3073,2,1,1,104,77,1970,Darebin City Council,-37.7104,145.0076,Northern Metropolitan,21650,Outdoor Stall,376000
Reservoir,2/963 High St,2,u,S,Nelson,16/04/2016,11.2,3073,2,1,1,0,65,1960,Darebin City Council,-37.7093,145.0084,Northern Metropolitan,21650,Parking Pad,323000
Reservoir,119 Hughes Pde,3,h,S,Ray,16/04/2016,11.2,3073,3,1,4,527,146,1965,Darebin City Council,-37.6983,144.9941,Northern Metropolitan,21650,Carport,680000
Reservoir,2/27 Kenilworth St,2,t,S,Nelson,16/04/2016,11.2,3073,2,1,1,0,106,2007,Darebin City Council,-37.7141,145.0047,Northern Metropolitan,21650,Detached Garage,530000
Reservoir,14 Leichardt Cr,3,h,SP,hockingstuart,16/04/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Attached Garage,567000
Reservoir,2/6 Lucille Av,3,t,PI,Ray,16/04/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Indoor,480000
Reservoir,39 Mason St,4,h,S,Nelson,16/04/2016,11.2,3073,4,3,1,595,174,2013,Darebin City Council,-37.7283,145.0072,Northern Metropolitan,21650,Parkade,786000
Reservoir,1 Moira Av,4,h,SN,Love,16/04/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Underground,
Reservoir,4/7 Pershing St,2,u,VB,Nelson,16/04/2016,11.2,3073,2,1,1,122,74,1980,Darebin City Council,-37.7261,144.9961,Northern Metropolitan,21650,Carport,390000
Reservoir,14 Wilkinson St,3,h,SN,Barry,16/04/2016,11.2,3073,3,1,1,651,165,1950,Darebin City Council,-37.7264,145.0184,Northern Metropolitan,21650,Detached Garage,
Reservoir,8 Willoughby St,3,h,S,hockingstuart,16/04/2016,11.2,3073,3,1,2,468,92,1960,Darebin City Council,-37.7184,144.9962,Northern Metropolitan,21650,Attached Garage,650000
Reservoir,5 Zinnia St,3,h,S,Nelson,16/04/2016,11.2,3073,3,1,2,496,,,Darebin City Council,-37.7156,144.9825,Northern Metropolitan,21650,Indoor,540000
Richmond,11 Barkly Av,4,h,S,Jellis,16/04/2016,2.6,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Parkade,1540000
Richmond,29 Bennett St,3,h,S,Jellis,16/04/2016,2.6,3121,3,3,2,168,120,1915,Yarra City Council,-37.8126,145.0064,Northern Metropolitan,14949,Carport,1088000
Richmond,2/310 Burnley St,3,t,S,Biggin,16/04/2016,2.6,3121,3,2,1,0,110,2000,Yarra City Council,-37.8238,145.0072,Northern Metropolitan,14949,Detached Garage,911000
Richmond,30 Highett St,4,h,S,Biggin,16/04/2016,2.6,3121,2,3,1,544,241,1920,Yarra City Council,-37.8152,144.9922,Northern Metropolitan,14949,Attached Garage,3001000
Richmond,92 Madden Gr,2,h,SP,Jellis,16/04/2016,2.6,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Indoor,881000
Richmond,101/7 Newry St,2,u,PI,Biggin,16/04/2016,2.6,3121,2,2,1,0,,2013,Yarra City Council,-37.8245,145.0052,Northern Metropolitan,14949,Parkade,
Richmond,9/63 Stawell St,2,u,S,Biggin,16/04/2016,2.6,3121,2,2,1,0,77,2008,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949,Underground,638000
Rosanna,180 Grandview Gr,6,h,S,Nelson,16/04/2016,11.4,3084,3,3,4,911,,,Banyule City Council,-37.7312,145.0635,Eastern Metropolitan,3540,Outdoor Stall,1245000
